ClassID,ClassDate,MemberID,Age,MembershipType,Attended,CaloriesBurned
7,2024-01-08,1,23,Trial,True,484
7,2024-01-08,2,37,Trial,False,0
7,2024-01-08,3,38,Trial,False,0
7,2024-01-08,4,23,Standard,True,317
7,2024-01-08,5,58,Standard,True,318
7,2024-01-08,6,25,Trial,True,526
7,2024-01-08,7,45,Trial,True,402
7,2024-01-08,8,30,Standard,True,348
7,2024-01-08,9,32,Premium,False,0
7,2024-01-08,10,21,Trial,False,0
8,2024-01-09,1,48,Premium,False,0
8,2024-01-09,2,56,Standard,True,471
8,2024-01-09,3,50,Premium,False,0
8,2024-01-09,4,33,Premium,True,261
8,2024-01-09,5,23,Premium,False,0
8,2024-01-09,6,21,Trial,True,537
8,2024-01-09,7,56,Premium,True,359
8,2024-01-09,8,53,Trial,True,361
8,2024-01-09,9,18,Trial,True,324
8,2024-01-09,10,40,Premium,True,373
9,2024-01-10,1,50,Standard,False,0
9,2024-01-10,2,27,Trial,False,0
9,2024-01-10,3,58,Premium,False,0
9,2024-01-10,4,29,Premium,False,0
9,2024-01-10,5,20,Standard,True,536
9,2024-01-10,6,23,Standard,False,0
9,2024-01-10,7,32,Standard,False,0
9,2024-01-10,8,27,Standard,True,261
9,2024-01-10,9,32,Premium,False,0
9,2024-01-10,10,36,Premium,True,373
10,2024-01-11,1,47,Premium,True,511
10,2024-01-11,2,46,Standard,False,0
10,2024-01-11,3,38,Premium,False,0
10,2024-01-11,4,39,Premium,False,0
10,2024-01-11,5,34,Trial,True,251
10,2024-01-11,6,39,Trial,False,0
10,2024-01-11,7,55,Standard,False,0
10,2024-01-11,8,55,Premium,True,487
10,2024-01-11,9,45,Premium,False,0
10,2024-01-11,10,40,Standard,True,415
11,2024-01-12,1,39,Premium,True,497
11,2024-01-12,2,32,Trial,False,0
11,2024-01-12,3,55,Trial,False,0
11,2024-01-12,4,26,Standard,False,0
11,2024-01-12,5,25,Premium,False,0
11,2024-01-12,6,54,Trial,True,370
11,2024-01-12,7,51,Premium,False,0
11,2024-01-12,8,57,Trial,True,299
11,2024-01-12,9,56,Standard,True,525
11,2024-01-12,10,55,Trial,True,528
12,2024-01-13,1,48,Standard,True,541
12,2024-01-13,2,21,Trial,True,372
12,2024-01-13,3,36,Premium,True,333
12,2024-01-13,4,50,Trial,True,590
12,2024-01-13,5,39,Standard,True,477
12,2024-01-13,6,22,Standard,True,248
12,2024-01-13,7,34,Premium,False,0
12,2024-01-13,8,32,Premium,True,235
12,2024-01-13,9,45,Standard,False,0
12,2024-01-13,10,19,Trial,False,0
13,2024-01-14,1,43,Trial,False,0
13,2024-01-14,2,35,Trial,True,396
13,2024-01-14,3,57,Premium,True,555
13,2024-01-14,4,44,Trial,True,524
13,2024-01-14,5,36,Premium,False,0
13,2024-01-14,6,36,Premium,False,0
13,2024-01-14,7,35,Standard,True,487
13,2024-01-14,8,57,Premium,True,206
13,2024-01-14,9,52,Premium,False,0
13,2024-01-14,10,44,Trial,False,0
14,2024-01-15,1,22,Standard,False,0
14,2024-01-15,2,50,Premium,True,398
14,2024-01-15,3,46,Standard,True,329
14,2024-01-15,4,59,Premium,True,420
14,2024-01-15,5,20,Standard,True,574
14,2024-01-15,6,27,Trial,True,409
14,2024-01-15,7,27,Premium,False,0
14,2024-01-15,8,54,Trial,True,429
14,2024-01-15,9,47,Trial,False,0
14,2024-01-15,10,46,Trial,True,243
15,2024-01-16,1,46,Trial,False,0
15,2024-01-16,2,30,Premium,True,310
15,2024-01-16,3,39,Trial,False,0
15,2024-01-16,4,52,Standard,True,326
15,2024-01-16,5,58,Premium,True,475
15,2024-01-16,6,44,Premium,True,271
15,2024-01-16,7,50,Standard,False,0
15,2024-01-16,8,26,Standard,True,471
15,2024-01-16,9,18,Premium,False,0
15,2024-01-16,10,59,Premium,False,0
16,2024-01-17,1,19,Standard,False,0
16,2024-01-17,2,54,Premium,False,0
16,2024-01-17,3,34,Trial,True,302
16,2024-01-17,4,32,Premium,True,258
16,2024-01-17,5,54,Premium,True,416
16,2024-01-17,6,46,Premium,True,565
16,2024-01-17,7,40,Premium,True,412
16,2024-01-17,8,56,Standard,False,0
16,2024-01-17,9,38,Standard,True,515
16,2024-01-17,10,22,Standard,True,376
17,2024-01-18,1,49,Trial,True,451
17,2024-01-18,2,44,Premium,True,452
17,2024-01-18,3,35,Standard,True,448
17,2024-01-18,4,24,Trial,True,281
17,2024-01-18,5,39,Trial,True,354
17,2024-01-18,6,39,Trial,True,562
17,2024-01-18,7,23,Standard,True,535
17,2024-01-18,8,37,Standard,True,400
17,2024-01-18,9,40,Premium,False,0
17,2024-01-18,10,33,Trial,False,0
18,2024-01-19,1,27,Premium,True,477
18,2024-01-19,2,19,Standard,True,432
18,2024-01-19,3,56,Standard,True,481
18,2024-01-19,4,47,Trial,True,228
18,2024-01-19,5,55,Premium,True,298
18,2024-01-19,6,45,Standard,True,205
18,2024-01-19,7,23,Premium,False,0
18,2024-01-19,8,39,Premium,False,0
18,2024-01-19,9,38,Premium,False,0
18,2024-01-19,10,49,Premium,False,0
19,2024-01-20,1,49,Premium,True,375
19,2024-01-20,2,26,Standard,False,0
19,2024-01-20,3,21,Trial,True,217
19,2024-01-20,4,37,Premium,True,499
19,2024-01-20,5,35,Standard,False,0
19,2024-01-20,6,21,Premium,False,0
19,2024-01-20,7,39,Trial,False,0
19,2024-01-20,8,50,Premium,True,305
19,2024-01-20,9,43,Standard,True,458
19,2024-01-20,10,29,Trial,True,539
20,2024-01-21,1,22,Trial,False,0
20,2024-01-21,2,35,Standard,True,489
20,2024-01-21,3,41,Standard,False,0
20,2024-01-21,4,44,Premium,True,363
20,2024-01-21,5,23,Premium,True,370
20,2024-01-21,6,28,Trial,True,299
20,2024-01-21,7,32,Trial,False,0
20,2024-01-21,8,38,Premium,False,0
20,2024-01-21,9,43,Standard,False,0
20,2024-01-21,10,45,Premium,True,436
21,2024-01-22,1,52,Standard,True,469
21,2024-01-22,2,45,Trial,True,494
21,2024-01-22,3,33,Premium,True,570
21,2024-01-22,4,18,Premium,True,476
21,2024-01-22,5,48,Trial,False,0
21,2024-01-22,6,28,Trial,False,0
21,2024-01-22,7,37,Premium,False,0
21,2024-01-22,8,44,Premium,True,283
21,2024-01-22,9,56,Standard,True,288
21,2024-01-22,10,24,Standard,False,0
22,2024-01-23,1,35,Standard,True,313
22,2024-01-23,2,24,Trial,False,0
22,2024-01-23,3,28,Standard,False,0
22,2024-01-23,4,43,Trial,False,0
22,2024-01-23,5,55,Standard,False,0
22,2024-01-23,6,43,Standard,True,312
22,2024-01-23,7,40,Premium,False,0
22,2024-01-23,8,36,Standard,True,391
22,2024-01-23,9,41,Standard,True,556
22,2024-01-23,10,44,Trial,True,222
23,2024-01-24,1,54,Trial,True,323
23,2024-01-24,2,34,Trial,False,0
23,2024-01-24,3,42,Standard,True,532
23,2024-01-24,4,43,Trial,True,237
23,2024-01-24,5,42,Standard,True,517
23,2024-01-24,6,58,Trial,False,0
23,2024-01-24,7,53,Premium,False,0
23,2024-01-24,8,32,Premium,True,482
23,2024-01-24,9,29,Trial,True,295
23,2024-01-24,10,46,Trial,True,263
24,2024-01-25,1,27,Trial,True,427
24,2024-01-25,2,47,Standard,False,0
24,2024-01-25,3,35,Trial,True,586
24,2024-01-25,4,20,Trial,True,258
24,2024-01-25,5,19,Standard,True,546
24,2024-01-25,6,21,Standard,True,570
24,2024-01-25,7,53,Premium,True,518
24,2024-01-25,8,23,Trial,True,201
24,2024-01-25,9,50,Premium,False,0
24,2024-01-25,10,29,Trial,True,529
25,2024-01-26,1,27,Premium,False,0
25,2024-01-26,2,35,Standard,True,387
25,2024-01-26,3,38,Standard,True,281
25,2024-01-26,4,28,Premium,True,228
25,2024-01-26,5,20,Trial,False,0
25,2024-01-26,6,30,Trial,False,0
25,2024-01-26,7,42,Premium,False,0
25,2024-01-26,8,47,Premium,True,377
25,2024-01-26,9,34,Trial,True,410
25,2024-01-26,10,52,Trial,True,596
26,2024-01-27,1,50,Standard,True,411
26,2024-01-27,2,29,Trial,True,343
26,2024-01-27,3,37,Standard,False,0
26,2024-01-27,4,50,Premium,False,0
26,2024-01-27,5,33,Premium,True,310
26,2024-01-27,6,50,Standard,False,0
26,2024-01-27,7,53,Premium,True,549
26,2024-01-27,8,42,Premium,True,276
26,2024-01-27,9,33,Premium,True,378
26,2024-01-27,10,36,Standard,True,513
27,2024-01-28,1,53,Premium,True,576
27,2024-01-28,2,37,Premium,False,0
27,2024-01-28,3,39,Premium,False,0
27,2024-01-28,4,52,Trial,True,266
27,2024-01-28,5,32,Trial,True,394
27,2024-01-28,6,58,Trial,True,456
27,2024-01-28,7,28,Standard,True,320
27,2024-01-28,8,57,Standard,False,0
27,2024-01-28,9,42,Trial,True,490
27,2024-01-28,10,42,Standard,True,224
28,2024-01-29,1,36,Standard,True,501
28,2024-01-29,2,42,Standard,True,584
28,2024-01-29,3,50,Premium,True,276
28,2024-01-29,4,50,Trial,False,0
28,2024-01-29,5,44,Premium,True,256
28,2024-01-29,6,38,Standard,False,0
28,2024-01-29,7,18,Trial,True,317
28,2024-01-29,8,56,Trial,False,0
28,2024-01-29,9,57,Premium,False,0
28,2024-01-29,10,27,Standard,True,311
29,2024-01-30,1,44,Premium,True,316
29,2024-01-30,2,21,Trial,True,582
29,2024-01-30,3,46,Trial,False,0
29,2024-01-30,4,31,Trial,False,0
29,2024-01-30,5,19,Trial,False,0
29,2024-01-30,6,57,Trial,False,0
29,2024-01-30,7,43,Standard,True,572
29,2024-01-30,8,18,Premium,True,249
29,2024-01-30,9,50,Premium,False,0
29,2024-01-30,10,28,Premium,True,509
30,2024-01-31,1,37,Premium,False,0
30,2024-01-31,2,36,Premium,True,383
30,2024-01-31,3,58,Trial,True,572
30,2024-01-31,4,18,Standard,False,0
30,2024-01-31,5,49,Standard,True,581
30,2024-01-31,6,25,Trial,False,0
30,2024-01-31,7,57,Trial,False,0
30,2024-01-31,8,57,Trial,False,0
30,2024-01-31,9,38,Trial,False,0
30,2024-01-31,10,31,Premium,False,0
